Name,Latitude,Longitude,IconColor
Game Solution Centre,1.2967417,103.7866636,green 
Singapore Management University-School of Accountancy,1.29559,103.8498702,green
Singapore Games Creation Competition,1.379978,103.848772,green
Garena Stadium,1.2995031,103.8544181,green
